"id","PID","forceactiontaken","insertDatetime"
"91949c","1","","2024-11-13"
"91950c","1","","2024-11-13"
"91951c","1","","2024-11-13"
"91952c","1","","2024-11-13"
"91953c","1","","2024-11-13"
"91954c","1","","2024-11-13"
"91955c","1","","2024-11-13"
"91956c","1","","2024-11-13"
"91957c","1","","2024-11-13"
"91958c","1","","2024-11-13"
"91959c","1","","2024-11-13"
"91960c","1","","2024-11-13"
"91961c","1","","2024-11-13"
"91962c","1","","2024-11-13"
"91963c","1","","2024-11-13"
"91964c","1","","2024-11-13"
"91965c","1","","2024-11-13"
"91966c","1","","2024-11-13"
"91967c","1","","2024-11-13"
"91968c","1","","2024-11-13"
"91969c","1","","2024-11-13"
"91970c","1","","2024-11-13"
"91971c","1","","2024-11-13"
"91972c","1","","2024-11-13"
"91973c","1","","2024-11-13"
"91974c","1","","2024-11-13"
"91975c","1","","2024-11-13"
"91976c","1","","2024-11-13"
"91977c","1","","2024-11-13"
"91978c","1","","2024-11-13"
"91979c","1","","2024-11-13"
"91980c","1","","2024-11-13"
"91981c","1","","2024-11-13"
"91982c","1","","2024-11-13"
"91983c","1","","2024-11-13"
"91984c","1","","2024-11-13"
"91985c","1","","2024-11-13"
"91986c","1","","2024-11-13"
"91987c","1","","2024-11-13"
"91988c","1","Handcuffed or flex cuffed","2024-11-13"
"91989c","1","","2024-11-13"
"91990c","2","","2024-11-13"
"91990c","1","","2024-11-13"
"91990c","3","","2024-11-13"
"91991c","1","","2024-11-13"
"91992c","1","","2024-11-13"
"91993c","1","","2024-11-13"
"91994c","1","","2024-11-13"
"91995c","1","","2024-11-13"
"91996c","1","","2024-11-13"
"91997c","1","","2024-11-13"
"91998c","1","","2024-11-13"
"91999c","1","","2024-11-13"
"92000c","1","","2024-11-13"
"92001c","1","","2024-11-13"
"92002c","1","","2024-11-13"
"92003c","1","","2024-11-13"
"92004c","1","","2024-11-13"
"92005c","1","","2024-11-13"
"92006c","1","","2024-11-13"
"92007c","1","","2024-11-13"
"92008c","1","","2024-11-13"
"92009c","1","","2024-11-13"
"92010c","1","","2024-11-13"
"92011c","1","","2024-11-13"
"92012c","1","","2024-11-13"
"92013c","1","","2024-11-13"
"92014c","1","","2024-11-13"
"92015c","1","","2024-11-13"
"92016c","1","","2024-11-13"
"92017c","1","","2024-11-13"
"92018c","1","","2024-11-13"
"92019c","1","","2024-11-13"
"92020c","1","","2024-11-13"
"92021c","1","","2024-11-13"
"92022c","1","","2024-11-13"
"92022c","2","","2024-11-13"
"92023c","1","","2024-11-13"
"92024c","1","","2024-11-13"
"92025c","1","","2024-11-13"
"92026c","1","","2024-11-13"
"92027c","1","","2024-11-13"
"92028c","1","","2024-11-13"
"92029c","1","","2024-11-13"
"92030c","1","","2024-11-13"
"92031c","1","","2024-11-13"
"92032c","1","","2024-11-13"
"92033c","1","","2024-11-13"
"92034c","1","","2024-11-13"
"92035c","1","","2024-11-13"
"92036c","1","","2024-11-13"
"92037c","1","","2024-11-13"
"92038c","1","","2024-11-13"
"92039c","1","","2024-11-13"
"92040c","1","","2024-11-13"
"92041c","1","","2024-11-13"
"92042c","1","","2024-11-13"
"92043c","1","","2024-11-13"
"92044c","2","","2024-11-13"
"92044c","1","","2024-11-13"
"92045c","1","","2024-11-13"
"92046c","1","","2024-11-13"
"92047c","1","","2024-11-13"
"92048c","1","","2024-11-13"
"92049c","1","","2024-11-13"
"92050c","1","","2024-11-13"
"92051c","1","","2024-11-13"
"92052c","1","","2024-11-13"
"92053c","1","","2024-11-13"
"92054c","1","","2024-11-13"
"92055c","1","","2024-11-13"
"92056c","1","","2024-11-13"
"92057c","1","","2024-11-13"
"92058c","1","","2024-11-13"
"92059c","1","","2024-11-13"
"92060c","1","","2024-11-13"
"92061c","1","","2024-11-13"
"92062c","1","","2024-11-13"
"92063c","1","","2024-11-13"
"92064c","1","Chemical spray used","2024-11-13"
"92064c","1","Handcuffed or flex cuffed","2024-11-13"
"92064c","1","Physical compliance tactics and techniques","2024-11-13"
"92065c","1","","2024-11-13"
"92066c","1","","2024-11-13"
"92067c","1","","2024-11-13"
"92068c","1","","2024-11-13"
"92069c","1","","2024-11-13"
"92070c","1","","2024-11-13"
"92071c","1","","2024-11-13"
"92072c","1","","2024-11-13"
"92073c","9","","2024-11-13"
"92073c","14","","2024-11-13"
"92073c","6","","2024-11-13"
"92073c","3","","2024-11-13"
"92073c","11","","2024-11-13"
"92073c","1","","2024-11-13"
"92073c","4","","2024-11-13"
"92073c","7","","2024-11-13"
"92073c","2","","2024-11-13"
"92073c","5","","2024-11-13"
"92073c","12","","2024-11-13"
"92073c","10","","2024-11-13"
"92073c","8","","2024-11-13"
"92073c","13","","2024-11-13"
"92074c","1","","2024-11-13"
"92075c","1","","2024-11-13"
"92076c","1","","2024-11-13"
"92077c","1","","2024-11-13"
"92078c","1","Firearm unholstered","2024-11-13"
"92078c","1","Handcuffed or flex cuffed","2024-11-13"
"92078c","1","Firearm pointed at person","2024-11-13"
"92079c","1","","2024-11-13"
"92080c","1","","2024-11-13"
"92081c","2","","2024-11-13"
"92081c","1","","2024-11-13"
"92082c","1","","2024-11-13"
"92083c","2","","2024-11-13"
"92083c","1","","2024-11-13"
"92084c","1","","2024-11-13"
"92085c","1","","2024-11-13"
"92086c","1","","2024-11-13"
"92087c","1","","2024-11-13"
"92088c","1","","2024-11-13"
"92089c","1","","2024-11-13"
"92090c","1","","2024-11-13"
"92091c","1","","2024-11-13"
"92092c","1","","2024-11-13"
"92093c","1","","2024-11-13"
"92094c","1","","2024-11-13"
"92095c","1","","2024-11-13"
"92096c","1","","2024-11-13"
"92097c","1","","2024-11-13"
"92098c","1","","2024-11-13"
"92099c","1","","2024-11-13"
"92100c","1","","2024-11-13"
"92101c","1","","2024-11-13"
"92102c","1","","2024-11-13"
"92103c","1","","2024-11-13"
"92104c","1","Handcuffed or flex cuffed","2024-11-13"
"92104c","1","Physical compliance tactics and techniques","2024-11-13"
"92105c","1","","2024-11-13"
"92106c","1","","2024-11-13"
"92107c","1","","2024-11-13"
"92108c","1","","2024-11-13"
"92109c","1","","2024-11-13"
"92110c","1","","2024-11-13"
"92111c","1","","2024-11-13"
"92112c","1","","2024-11-13"
"92113c","1","","2024-11-13"
"92114c","1","","2024-11-13"
"92115c","1","","2024-11-13"
"92116c","1","","2024-11-13"
"92117c","1","","2024-11-13"
"92118c","1","","2024-11-13"
"92119c","1","","2024-11-13"
"92120c","1","","2024-11-13"
"92121c","1","","2024-11-13"
"92122c","1","","2024-11-13"
"92123c","1","","2024-11-13"
"92124c","1","","2024-11-13"
"92125c","1","","2024-11-13"
"92126c","1","","2024-11-13"
"92127c","1","","2024-11-13"
"92128c","1","","2024-11-13"
"92129c","1","","2024-11-13"
"92130c","1","","2024-11-13"
"92131c","1","","2024-11-13"
"92132c","1","","2024-11-13"
"92133c","1","","2024-11-13"
"92134c","1","","2024-11-13"
"92135c","1","","2024-11-13"
"92136c","2","","2024-11-13"
"92136c","3","","2024-11-13"
"92136c","1","","2024-11-13"
"92137c","1","","2024-11-13"
"92138c","1","","2024-11-13"
"92139c","1","","2024-11-13"
"92140c","1","","2024-11-13"
"92141c","1","","2024-11-13"
"92141c","2","","2024-11-13"
"92142c","1","","2024-11-13"
"92143c","1","","2024-11-13"
"92144c","1","","2024-11-13"
"92145c","1","","2024-11-13"
"92146c","2","","2024-11-13"
"92146c","5","","2024-11-13"
"92146c","4","","2024-11-13"
"92146c","1","","2024-11-13"
"92146c","3","","2024-11-13"
"92146c","6","","2024-11-13"
"92147c","1","","2024-11-13"
"92148c","1","","2024-11-13"
"92149c","1","","2024-11-13"
"92150c","1","","2024-11-13"
"92151c","1","","2024-11-13"
"92152c","1","","2024-11-13"
"92153c","1","","2024-11-13"
"92154c","1","","2024-11-13"
"92155c","1","","2024-11-13"
"92156c","1","","2024-11-13"
"92157c","1","","2024-11-13"
"92158c","1","","2024-11-13"
"92159c","1","","2024-11-13"
"92160c","1","","2024-11-13"
"92161c","1","","2024-11-13"
"92162c","1","","2024-11-13"
"92163c","1","","2024-11-13"
"92164c","1","","2024-11-13"
"92165c","1","","2024-11-13"
"92166c","1","","2024-11-13"
"92167c","1","","2024-11-13"
"92168c","1","","2024-11-13"
"92169c","1","","2024-11-13"
"92170c","1","Physical compliance tactics and techniques","2024-11-13"
"92170c","1","Handcuffed or flex cuffed","2024-11-13"
"92171c","1","","2024-11-13"
"92172c","1","","2024-11-13"
"92173c","1","","2024-11-13"
"92174c","1","","2024-11-13"
"92175c","1","","2024-11-13"
"92176c","1","","2024-11-13"
"92177c","1","","2024-11-13"
"92178c","1","","2024-11-13"
"92179c","1","","2024-11-13"
"92180c","1","","2024-11-13"
"92181c","1","","2024-11-13"
"92182c","1","","2024-11-13"
"92183c","1","","2024-11-13"
"92184c","1","","2024-11-13"
"92185c","1","","2024-11-13"
"92186c","1","","2024-11-13"
"92187c","1","","2024-11-13"
"92188c","1","","2024-11-13"
"92189c","1","","2024-11-13"
"92190c","1","","2024-11-13"
"92191c","1","","2024-11-13"
"92192c","1","","2024-11-13"
"92193c","1","","2024-11-13"
"92194c","1","","2024-11-13"
"92195c","1","","2024-11-13"
"92196c","1","","2024-11-13"
"92197c","1","","2024-11-13"
"92198c","1","","2024-11-13"
"92199c","1","","2024-11-13"
"92200c","1","","2024-11-13"
"92201c","1","","2024-11-13"
"92202c","1","","2024-11-13"
"92203c","1","","2024-11-13"
"92204c","1","","2024-11-13"
"92205c","1","","2024-11-13"
"92206c","1","Handcuffed or flex cuffed","2024-11-13"
"92207c","1","","2024-11-13"
"92208c","1","","2024-11-13"
"92209c","1","","2024-11-13"
"92210c","1","Handcuffed or flex cuffed","2024-11-13"
"92211c","1","","2024-11-13"
"92212c","1","","2024-11-13"
"92213c","1","","2024-11-13"
"92214c","1","","2024-11-13"
"92215c","1","","2024-11-13"
"92216c","1","","2024-11-13"
"92217c","1","","2024-11-13"
"92218c","1","","2024-11-13"
"92219c","1","Physical compliance tactics and techniques","2024-11-13"
"92219c","1","Handcuffed or flex cuffed","2024-11-13"
"92220c","1","","2024-11-13"
"92221c","1","","2024-11-13"
"92222c","1","","2024-11-13"
"92223c","1","","2024-11-13"
"92224c","1","","2024-11-13"
"92225c","1","","2024-11-13"
"92226c","1","","2024-11-13"
"92227c","1","","2024-11-13"
"92228c","1","","2024-11-13"
"92229c","1","","2024-11-13"
"92230c","1","","2024-11-13"
"92231c","1","","2024-11-13"
"92232c","1","","2024-11-13"
"92233c","1","","2024-11-13"
"92234c","1","","2024-11-13"
"92235c","1","Handcuffed or flex cuffed","2024-11-13"
"92236c","1","","2024-11-13"
"92237c","1","Handcuffed or flex cuffed","2024-11-13"
"92238c","1","Handcuffed or flex cuffed","2024-11-13"
"92239c","1","","2024-11-13"
"92240c","1","","2024-11-13"
"92241c","1","","2024-11-13"
"92242c","1","","2024-11-13"
"92243c","1","","2024-11-13"
"92244c","1","","2024-11-13"
"92245c","1","","2024-11-13"
"92246c","1","","2024-11-13"
"92247c","1","","2024-11-13"
"92248c","1","","2024-11-13"
"92249c","1","Handcuffed or flex cuffed","2024-11-13"
"92250c","1","","2024-11-13"
"92251c","1","","2024-11-13"
"92252c","1","","2024-11-13"
"92253c","1","","2024-11-13"
"92254c","1","","2024-11-13"
"92255c","1","","2024-11-13"
"92256c","1","","2024-11-13"
"92257c","1","","2024-11-13"
"92258c","1","","2024-11-13"
"92259c","1","","2024-11-13"
"92260c","1","","2024-11-13"
"92261c","1","","2024-11-13"
"92262c","1","","2024-11-13"
"92263c","1","","2024-11-13"
"92263c","2","","2024-11-13"
"92263c","7","","2024-11-13"
"92263c","5","","2024-11-13"
"92263c","8","","2024-11-13"
"92263c","3","","2024-11-13"
"92263c","4","","2024-11-13"
"92263c","6","","2024-11-13"
"92264c","1","","2024-11-13"
"92265c","1","","2024-11-13"
"92266c","1","","2024-11-13"
"92267c","1","","2024-11-13"
"92268c","1","","2024-11-13"
"92269c","1","","2024-11-13"
"92270c","1","","2024-11-13"
"92271c","1","","2024-11-13"
"92272c","1","","2024-11-13"
"92273c","1","","2024-11-13"
"92274c","1","","2024-11-13"
"92275c","1","","2024-11-13"
"92276c","1","","2024-11-13"
"92277c","1","","2024-11-13"
"92278c","1","","2024-11-13"
"92279c","1","Handcuffed or flex cuffed","2024-11-13"
"92280c","1","","2024-11-13"
"92281c","1","Handcuffed or flex cuffed","2024-11-13"
"92282c","1","","2024-11-13"
"92283c","1","","2024-11-13"
"92284c","1","","2024-11-13"
"92285c","1","","2024-11-13"
"92286c","1","","2024-11-13"
"92287c","2","","2024-11-13"
"92287c","1","","2024-11-13"
"92287c","3","","2024-11-13"
"92288c","1","","2024-11-13"
"92289c","1","","2024-11-13"
"92290c","1","","2024-11-13"
"92291c","1","","2024-11-13"
"92292c","3","","2024-11-13"
"92292c","1","","2024-11-13"
"92292c","2","","2024-11-13"
"92293c","1","","2024-11-13"
"92294c","1","","2024-11-13"
"92295c","1","","2024-11-13"
"92296c","1","","2024-11-13"
"92296c","2","","2024-11-13"
"92297c","1","","2024-11-13"
"92298c","1","","2024-11-13"
"92299c","1","","2024-11-13"
"92300c","1","","2024-11-13"
"92301c","1","","2024-11-13"
"92302c","1","","2024-11-13"
"92303c","1","","2024-11-13"
"92304c","1","","2024-11-13"
"92305c","1","","2024-11-13"
"92306c","1","","2024-11-13"
"92307c","1","","2024-11-13"
"92308c","1","","2024-11-13"
"92309c","1","","2024-11-13"
"92310c","1","","2024-11-13"
"92311c","1","","2024-11-13"
"92312c","1","","2024-11-13"
"92313c","1","","2024-11-13"
"92314c","1","","2024-11-13"
"92315c","1","","2024-11-13"
"92316c","1","","2024-11-13"
"92317c","1","","2024-11-13"
"92318c","1","","2024-11-13"
"92319c","1","","2024-11-13"
"92320c","1","","2024-11-13"
"92321c","1","","2024-11-13"
"92322c","1","","2024-11-13"
"92323c","1","","2024-11-13"
"92324c","1","","2024-11-13"
"92325c","1","","2024-11-13"
"92326c","1","","2024-11-13"
"92327c","3","","2024-11-13"
"92327c","2","","2024-11-13"
"92327c","1","","2024-11-13"
"92328c","1","","2024-11-13"
"92329c","1","","2024-11-13"
"92330c","1","","2024-11-13"
"92331c","1","","2024-11-13"
"92332c","1","Physical compliance tactics and techniques","2024-11-13"
"92332c","1","Handcuffed or flex cuffed","2024-11-13"
"92333c","1","","2024-11-13"
"92334c","1","","2024-11-13"
"92335c","1","","2024-11-13"
"92336c","1","","2024-11-13"
"92337c","1","","2024-11-13"
"92338c","1","","2024-11-13"
"92339c","1","Handcuffed or flex cuffed","2024-11-13"
"92340c","1","","2024-11-13"
"92341c","1","Handcuffed or flex cuffed","2024-11-13"
"92342c","1","","2024-11-13"
"92343c","1","Handcuffed or flex cuffed","2024-11-13"
"92344c","1","","2024-11-13"
"92345c","1","Handcuffed or flex cuffed","2024-11-13"
"92346c","1","","2024-11-13"
"92346c","2","","2024-11-13"
"92347c","1","","2024-11-13"
"92348c","1","","2024-11-13"
"92349c","1","Handcuffed or flex cuffed","2024-11-13"
"92350c","1","","2024-11-13"
"92351c","1","Handcuffed or flex cuffed","2024-11-13"
"92352c","2","","2024-11-13"
"92352c","1","","2024-11-13"
"92352c","3","","2024-11-13"
"92353c","1","","2024-11-13"
"92354c","1","Handcuffed or flex cuffed","2024-11-13"
"92355c","1","","2024-11-13"
"92356c","1","","2024-11-13"
"92357c","1","Handcuffed or flex cuffed","2024-11-13"
"92358c","1","","2024-11-13"
"92359c","1","Handcuffed or flex cuffed","2024-11-13"
"92360c","1","Handcuffed or flex cuffed","2024-11-13"
"92361c","1","Handcuffed or flex cuffed","2024-11-13"
"92362c","1","","2024-11-13"
"92363c","1","","2024-11-13"
"92364c","1","","2024-11-13"
"92365c","1","","2024-11-13"
"92366c","1","","2024-11-13"
"92367c","1","","2024-11-13"
"92368c","1","","2024-11-13"
"92369c","1","","2024-11-13"
"92370c","1","","2024-11-13"
"92371c","1","Handcuffed or flex cuffed","2024-11-13"
"92372c","1","","2024-11-13"
"92373c","1","","2024-11-13"
"92374c","1","","2024-11-13"
"92375c","1","","2024-11-13"
"92376c","1","","2024-11-13"
"92377c","1","","2024-11-13"
"92378c","1","","2024-11-13"
"92379c","1","","2024-11-13"
"92380c","1","","2024-11-13"
"92381c","1","","2024-11-13"
"92382c","1","","2024-11-13"
"92383c","1","","2024-11-13"
"92384c","1","","2024-11-13"
"92385c","1","Handcuffed or flex cuffed","2024-11-13"
"92386c","1","","2024-11-13"
"92387c","1","","2024-11-13"
"92388c","2","","2024-11-13"
"92388c","1","","2024-11-13"
"92389c","1","","2024-11-13"
"92390c","1","","2024-11-13"
"92391c","1","","2024-11-13"
"92392c","1","","2024-11-13"
"92393c","1","Firearm unholstered","2024-11-13"
"92393c","1","Handcuffed or flex cuffed","2024-11-13"
"92394c","1","","2024-11-13"
"92395c","1","","2024-11-13"
"92396c","1","","2024-11-13"
"92397c","1","","2024-11-13"
"92397c","2","","2024-11-13"
"92398c","1","","2024-11-13"
"92399c","1","","2024-11-13"
"92400c","1","Handcuffed or flex cuffed","2024-11-13"
"92401c","1","","2024-11-13"
"92402c","1","","2024-11-13"
"92403c","1","","2024-11-13"
"92404c","1","","2024-11-13"
"92405c","1","","2024-11-13"
"92406c","1","","2024-11-13"
"92406c","2","","2024-11-13"
"92407c","1","","2024-11-13"
"92408c","1","","2024-11-13"
"92409c","1","","2024-11-13"
"92410c","1","","2024-11-13"
"92411c","1","","2024-11-13"
"92412c","1","","2024-11-13"
"92413c","1","Handcuffed or flex cuffed","2024-11-13"
"92414c","1","","2024-11-13"
"92415c","1","","2024-11-13"
"92416c","1","","2024-11-13"
"92417c","1","","2024-11-13"
"92418c","1","","2024-11-13"
"92419c","1","","2024-11-13"
"92420c","1","","2024-11-13"
"92421c","1","","2024-11-13"
"92422c","1","Firearm pointed at person","2024-11-13"
"92422c","1","Handcuffed or flex cuffed","2024-11-13"
"92423c","1","","2024-11-13"
"92424c","1","","2024-11-13"
"92425c","1","","2024-11-13"
"92426c","1","","2024-11-13"
"92427c","1","Handcuffed or flex cuffed","2024-11-13"
"92428c","1","","2024-11-13"
"92429c","1","","2024-11-13"
"92429c","2","","2024-11-13"
"92430c","1","","2024-11-13"
"92431c","2","Handcuffed or flex cuffed","2024-11-13"
"92431c","1","Handcuffed or flex cuffed","2024-11-13"
"92432c","1","","2024-11-13"
"92433c","1","","2024-11-13"
"92434c","1","","2024-11-13"
"92435c","1","","2024-11-13"
"92436c","1","","2024-11-13"
"92437c","1","Handcuffed or flex cuffed","2024-11-13"
"92438c","1","","2024-11-13"
"92439c","1","","2024-11-13"
"92440c","1","","2024-11-13"
"92441c","1","","2024-11-13"
"92442c","1","","2024-11-13"
"92443c","1","","2024-11-13"
"92443c","2","Physical compliance tactics and techniques","2024-11-13"
"92444c","1","","2024-11-13"
"92445c","1","","2024-11-13"
"92446c","1","","2024-11-13"
"92447c","1","Physical compliance tactics and techniques","2024-11-13"
"92447c","1","Handcuffed or flex cuffed","2024-11-13"
"92448c","1","","2024-11-13"
"92449c","2","","2024-11-13"
"92449c","1","","2024-11-13"
"92449c","4","","2024-11-13"
"92449c","3","","2024-11-13"
"92450c","1","","2024-11-13"
"92451c","1","","2024-11-13"
"92452c","1","","2024-11-13"
"92453c","1","","2024-11-13"
"92454c","1","","2024-11-13"
"92455c","1","","2024-11-13"
"92456c","1","","2024-11-13"
"92457c","1","","2024-11-13"
"92458c","1","","2024-11-13"
"92459c","1","","2024-11-13"
"92460c","1","","2024-11-13"
"92461c","1","","2024-11-13"
"92462c","1","Physical compliance tactics and techniques","2024-11-13"
"92462c","1","Handcuffed or flex cuffed","2024-11-13"
"92463c","1","","2024-11-13"
"92464c","1","","2024-11-13"
"92465c","1","","2024-11-13"
"92466c","1","","2024-11-13"
"92467c","1","","2024-11-13"
"92468c","1","","2024-11-13"
"92469c","1","","2024-11-13"
"92470c","1","","2024-11-13"
"92471c","2","","2024-11-13"
"92471c","1","","2024-11-13"
"92472c","1","","2024-11-13"
"92473c","1","","2024-11-13"
"92474c","1","","2024-11-13"
"92475c","1","","2024-11-13"
"92476c","1","","2024-11-13"
"92477c","1","","2024-11-13"
"92478c","1","","2024-11-13"
"92479c","1","","2024-11-13"
"92480c","1","","2024-11-13"
"92481c","1","","2024-11-13"
"92482c","1","","2024-11-13"
"92483c","1","","2024-11-13"
"92484c","1","","2024-11-13"
"92485c","1","","2024-11-13"
"92486c","1","","2024-11-13"
"92486c","2","","2024-11-13"
"92487c","1","","2024-11-13"
"92488c","1","","2024-11-13"
"92489c","1","","2024-11-13"
"92489c","2","","2024-11-13"
"92490c","1","","2024-11-13"
"92491c","1","","2024-11-13"
"92492c","1","","2024-11-13"
"92493c","1","","2024-11-13"
"92494c","1","","2024-11-13"
"92495c","1","","2024-11-13"
"92496c","1","","2024-11-13"
"92497c","1","","2024-11-13"
"92498c","1","","2024-11-13"
"92499c","1","","2024-11-13"
"92500c","1","","2024-11-13"
"92501c","2","","2024-11-13"
"92501c","1","","2024-11-13"
"92502c","1","","2024-11-13"
"92503c","1","","2024-11-13"
"92504c","2","","2024-11-13"
"92504c","1","","2024-11-13"
"92505c","1","","2024-11-13"
"92505c","2","","2024-11-13"
"92506c","1","","2024-11-13"
"92507c","1","","2024-11-13"
"92508c","1","Handcuffed or flex cuffed","2024-11-13"
"92509c","1","","2024-11-13"
"92510c","1","","2024-11-13"
"92511c","1","","2024-11-13"
"92512c","1","","2024-11-13"
"92513c","1","","2024-11-13"
"92514c","2","","2024-11-13"
"92514c","1","","2024-11-13"
"92515c","1","","2024-11-13"
"92516c","1","","2024-11-13"
"92517c","1","","2024-11-13"
"92518c","1","","2024-11-13"
"92519c","1","","2024-11-13"
"92520c","1","","2024-11-13"
"92521c","1","","2024-11-13"
"92522c","1","Firearm pointed at person","2024-11-13"
"92522c","1","Handcuffed or flex cuffed","2024-11-13"
"92522c","1","Firearm unholstered","2024-11-13"
"92523c","1","","2024-11-13"
"92524c","1","","2024-11-13"
"92525c","1","","2024-11-13"
"92526c","1","","2024-11-13"
"92527c","1","Handcuffed or flex cuffed","2024-11-13"
"92527c","1","Firearm unholstered","2024-11-13"
"92528c","1","","2024-11-13"
"92529c","1","","2024-11-13"
"92530c","1","","2024-11-13"
"92531c","1","","2024-11-13"
"92532c","1","","2024-11-13"
"92533c","1","","2024-11-13"
"92534c","1","","2024-11-13"
"92535c","1","","2024-11-13"
"92536c","1","","2024-11-13"
"92537c","1","","2024-11-13"
"92538c","1","","2024-11-13"
"92539c","1","","2024-11-13"
"92540c","1","","2024-11-13"
"92541c","1","","2024-11-13"
"92542c","2","","2024-11-13"
"92542c","1","","2024-11-13"
"92542c","3","","2024-11-13"
"92543c","1","","2024-11-13"
"92544c","1","Handcuffed or flex cuffed","2024-11-13"
"92544c","1","Physical compliance tactics and techniques","2024-11-13"
"92545c","1","","2024-11-13"
"92546c","1","","2024-11-13"
"92547c","1","","2024-11-13"
"92548c","1","","2024-11-13"
"92549c","1","","2024-11-13"
"92550c","1","","2024-11-13"
"92551c","1","Handcuffed or flex cuffed","2024-11-13"
"92552c","1","","2024-11-13"
"92553c","1","","2024-11-13"
"92554c","1","","2024-11-13"
"92555c","1","","2024-11-13"
"92556c","1","","2024-11-13"
"92557c","1","","2024-11-13"
"92558c","1","","2024-11-13"
"92559c","1","","2024-11-13"
"92560c","1","","2024-11-13"
"92561c","1","","2024-11-13"
"92562c","1","","2024-11-13"
"92563c","1","","2024-11-13"
"92564c","1","","2024-11-13"
"92565c","1","","2024-11-13"
"92566c","1","","2024-11-13"
"92567c","1","","2024-11-13"
"92568c","1","","2024-11-13"
"92569c","1","","2024-11-13"
"92570c","1","","2024-11-13"
"92571c","1","","2024-11-13"
"92572c","1","Handcuffed or flex cuffed","2024-11-13"
"92573c","1","","2024-11-13"
"92574c","1","Handcuffed or flex cuffed","2024-11-13"
"92575c","1","","2024-11-13"
"92576c","1","","2024-11-13"
"92577c","1","","2024-11-13"
"92578c","1","","2024-11-13"
"92579c","1","","2024-11-13"
"92580c","1","","2024-11-13"
"92581c","1","","2024-11-13"
"92582c","1","","2024-11-13"
"92583c","1","","2024-11-13"
"92584c","1","","2024-11-13"
"92585c","1","","2024-11-13"
"92586c","1","","2024-11-13"
"92587c","1","","2024-11-13"
"92588c","1","","2024-11-13"
"92589c","1","","2024-11-13"
"92590c","1","","2024-11-13"
"92591c","1","","2024-11-13"
"92592c","1","","2024-11-13"
"92593c","1","","2024-11-13"
"92594c","1","","2024-11-13"
"92595c","1","","2024-11-13"
"92596c","1","","2024-11-13"
"92597c","1","","2024-11-13"
"92598c","1","","2024-11-13"
"92599c","1","","2024-11-13"
"92600c","1","Handcuffed or flex cuffed","2024-11-13"
"92600c","1","Firearm unholstered","2024-11-13"
"92601c","1","","2024-11-13"
"92602c","1","","2024-11-13"
"92603c","1","","2024-11-13"
"92604c","1","","2024-11-13"
"92605c","1","","2024-11-13"
"92606c","1","Handcuffed or flex cuffed","2024-11-13"
"92607c","1","","2024-11-13"
"92608c","1","","2024-11-13"
"92609c","1","","2024-11-13"
"92610c","1","","2024-11-13"
"92611c","1","","2024-11-13"
"92612c","1","","2024-11-13"
"92613c","1","","2024-11-13"
"92614c","1","","2024-11-13"
"92615c","1","","2024-11-13"
"92616c","1","","2024-11-13"
"92617c","1","","2024-11-13"
"92618c","1","","2024-11-13"
"92619c","1","","2024-11-13"
"92620c","1","","2024-11-13"
"92621c","1","","2024-11-13"
"92622c","1","","2024-11-13"
"92623c","1","","2024-11-13"
"92624c","1","","2024-11-13"
"92625c","1","","2024-11-13"
"92625c","2","","2024-11-13"
"92626c","1","","2024-11-13"
"92627c","1","","2024-11-13"
"92628c","1","","2024-11-13"
"92629c","1","","2024-11-13"
"92630c","1","","2024-11-13"
"92631c","1","","2024-11-13"
"92632c","1","","2024-11-13"
"92633c","1","","2024-11-13"
"92634c","1","","2024-11-13"
"92635c","1","","2024-11-13"
"92636c","1","","2024-11-13"
"92637c","1","","2024-11-13"
"92638c","1","","2024-11-13"
"92639c","1","","2024-11-13"
"92640c","1","","2024-11-13"
"92641c","1","","2024-11-13"
"92642c","1","","2024-11-13"
"92643c","1","","2024-11-13"
"92644c","1","","2024-11-13"
"92645c","1","","2024-11-13"
"92646c","1","","2024-11-13"
"92647c","1","","2024-11-13"
"92648c","1","","2024-11-13"
"92649c","1","Handcuffed or flex cuffed","2024-11-13"
"92649c","1","Physical compliance tactics and techniques","2024-11-13"
"92650c","1","","2024-11-13"
"92651c","1","","2024-11-13"
"92652c","1","","2024-11-13"
"92653c","1","","2024-11-13"
"92654c","2","","2024-11-13"
"92654c","1","","2024-11-13"
"92655c","1","","2024-11-13"
"92656c","1","","2024-11-13"
"92657c","1","","2024-11-13"
"92658c","1","","2024-11-13"
"92659c","1","","2024-11-13"
"92660c","1","","2024-11-13"
"92661c","1","","2024-11-13"
"92662c","1","","2024-11-13"
"92663c","1","","2024-11-13"
"92664c","1","","2024-11-13"
"92665c","1","","2024-11-13"
"92666c","1","","2024-11-13"
"92667c","1","","2024-11-13"
"92668c","1","","2024-11-13"
"92669c","1","","2024-11-13"
"92670c","1","","2024-11-13"
"92671c","1","","2024-11-13"
"92672c","1","","2024-11-13"
"92673c","1","","2024-11-13"
"92674c","1","","2024-11-13"
"92675c","1","","2024-11-13"
"92676c","1","","2024-11-13"
"92677c","1","","2024-11-13"
"92678c","1","","2024-11-13"
"92679c","1","","2024-11-13"
"92680c","1","","2024-11-13"
"92681c","1","","2024-11-13"
"92682c","1","Handcuffed or flex cuffed","2024-11-13"
"92683c","1","","2024-11-13"
"92684c","1","","2024-11-13"
"92685c","1","","2024-11-13"
"92686c","1","","2024-11-13"
"92687c","1","","2024-11-13"
